text,nrc_sentiment,dpm_sentiment
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Black lives matter. ,joy,surprise
Just this week: - Christian Cooper couldn't ask a white woman to leash her dog w/o the cops being called - George Floyd couldn't breathe - Black entrepreneurs couldn't work out in a gym w/o the cops being called - Omar Jimenez couldn't do his job on live TV w/o getting arrested ,joy,surprise
"If this isn’t a clear visualization of social determinants of health / inequity as a result of racism, I don’t know what is: #BlackLivesMatter #COVID19 #SDOH",joy,surprise
"For those remaining in the downtown area from the march, please clear the area and return home. This has been an incredible day for #GeorgeFloyd and his family. st",joy,surprise
"NOW: A massive crowd of peaceful demonstrators are on their way to the Lincoln Memorial. Every 9 blocks, they’re stopping 9 minutes in memory of George Floyd. – at Lincoln Memorial",joy,surprise
Downtown Atlanta right now.... PEACEFUL PROTEST ! #BlackLivesMatter ! ,joy,surprise
"I wonder how the families of Eric Garner, Tamir Rice, Freddie Gray & many others felt when they saw the guy who was VP when their loved ones were killed tweet “I won’t let George Floyd become another hashtag” Why did you let them? Shame on you @JoeBiden",joy,surprise
One of the hardest things for my white friends to understand is why saying: “I don’t see color” is problematic. That phrase translates a need for the erasure of something that is intrinsic to me as a condition of being recognized. #racism #beantiracist #thewhy #BlackLivesMatter ,joy,surprise
"Ok, so apparently, Minnesota Freedom Fund is being overwhelmed with donations. A note from their page: “We now encourage people to generously donate to George Floyd’s family and other local organizations, especially those which are Black and BIPOC led..”",joy,surprise
"“You’re posting too much Black Lives Matter Content, go back to jokes”. Don’t care, didn’t ask, you’re the problem.",joy,surprise
"So you mean to tell me that when I was getting physically beat by my ex, not one cop ever showed up, but because this hardworking man is black you need THREE officers “investigating” a grocery trip with his family?? #DefundThePolice #BlackLivesMatter ",joy,surprise
"We stand together, Miami #MIAMIPROTEST #BlackLivesMatter – at Miami Police Department",joy,anger
" A small selection of the many book-length reminders that individual &amp; systemic racism in Canada are as vividly real as the present and, as with U.S., deep as centuries prior to the founding of both countries. Order online, please: https://bit.ly/2XvTsOK #BlackLivesMatter – at Different Booklist",joy,surprise
This is in Davenport Iowa yesterday. They won’t show us on the news because we were peaceful #BlackLivesMatters #GeorgeFloydProtests #BLACK_LIVES_MATTERS ,joy,surprise
Speaker calls out @MayorBowser for painting “Black Lives Matter” on the street while adding funding for police in the upcoming DC budget. ,joy,surprise
"LIVE ANNOUNCEMENT: George Floyd’s legal team announces the independent autopsy's findings, uncovering the truth and pursuing #JusticeForGeorgeFloyd. WATCH NOW: https://www.facebook.com/bencrumplaw/videos/342911463355346/",joy,anger
"Protesters peacefully marched from the US Navy Memorial to the US Capitol Grounds calling for justice for #GeorgeFloyd, #BreonnaTaylor and #AhmaudArbery. This is one of a few protests planned around DC today. @fox5dc",joy,anger
Stay strong and stay together everyone! Honor his name. Justice will be served in due time. We are in this together! #JusticeForGeorge #GeorgeFloyd #Unite,joy,surprise
#BlackLivesMatter protest in San Juan Puerto Rico. I’m so proud. no freedom till we’re equal. #NoJusticeNoPeace #acab,joy,surprise
"Crowd chanting “Say his name, George Floyd!” During a peaceful protest in downtown Minneapolis #GeorgeFloyd #Minneapolis @USATODAY – at Government Plaza LRT Station",joy,disgust
My daughters who are 9 & 11 years old are with me and my partner tonight marching peacefully to advocate for justice for #GeorgeFloyd who was murdered yesterday by a Minneapolis police officer. ,joy,anger
I came out today to listen to peaceful protest. I thank all for sharing and promise we will do more to ensure all of us can live. #GeorgeFloyd – at Cleaver II &amp; Main,joy,surprise
it should never be “Maroon Lives Matter” vs “Black Lives Matter” ... @TAMU,joy,surprise
"I have read plenty of arrest warrants supported by less evidence during my time as a Hennepin County Public Defender. Mike Freeman, do your job, now, so that the community knows that Mr. Floyd’s life mattered, that Black lives matter in Hennepin County. ",joy,surprise
Black lives matter protest Bethesda Maryland ,joy,surprise
when you say black lives matter and it doesn’t include women and those of the LGBTQ spectrum you’re an opp. ,joy,surprise
"YES! We're praying for you, America. Get your Justice! #JusticeForGeorgeFloyd #AllLivesMatter #BlackLivesMatter #minneapolisriots",joy,disgust
Black Lives Matter...but a coming backlash is inevitable.,joy,surprise
Hundreds of people peacefully protests on the Rocky Steps. #GeorgeFloyd #GeorgeFloydprotest – at Rocky Steps,joy,anger
"Your entire app is an example of systematic racism, you blocked users from using the black lives matter hashtags and even before that you would discriminate against black content creators by taking down their posts and shadow banning them ",joy,surprise
I wonder if The Andy Griffith Show is on black lives matter and the far-left hit list! Stop trying to erase American history! Don't give in to political correctness @Nickelodeon #CBS #FOX #NBC #ABC #ClassicTV #Nickelodeon,joy,disgust
"The protest in Fort Lauderdale was peaceful. Up until an officer walked into a crowd and violently pushed a girl to the ground. And conveniently his partners in swat gear were standing in wait, for that very moment. #GeorgeFloyd #BlackLivesMatter #FortLauderdaleprotest",joy,surprise
"After a peaceful march this afternoon, we will light City Hall crimson and gold in memory of #GeorgeFloyd. He graduated from Jack Yates High School. I am proud of #Houston for showing unity and being respectful, which is what Floyd’s family wanted. #JusticeforGeorgeFloyd",joy,surprise
@queermarch Peaceful protest turned into this. Why #NYPD? #QueerLiberationMarch #BLM #BLMProtest #BlackTransLivesMatter #BlackLivesMatter – at Washington Square Park,joy,anger
"We’re told more than 5,000 showed up to George Floyd’s public viewing. It was well organized and orderly. Everyone had their temperature taken at the door, was given sanitizer and had to wear a mask and gloves. – at The Fountain of Praise",joy,surprise
Introducing former Star-Telegram columnist Randy Galloway turned social justice warrior. My girls and I were invited to a George Floyd protest in affluent Aledo. Leave it to Galloway to take the mic for an impromptu speech after we kneeled in silence for 8 minutes and 46 seconds. ,joy,surprise
Cientos de miles contra el racismo y la brutalidad policial. La capital estadounidense en estos momentos: #BlackLivesMatter – at Freedom Plaza,joy,fear
if you unfollow me because i want to speak out & support #BlackLivesMatter good fkn riddance to you ,joy,surprise
Peaceful Protest Denver 06.01.20 #Peacefulprotest #denver #denverco #denvercolorado #CNN #denverpolice #DenverProtest #BlackLivesMatter #JusticeForGeorge #ICantBreath #denverprotests #DowntownDenver #BLM #denverpost @DenverChannel @9NEWS @CNN,joy,anger
The children are our future #BlackLivesMatter ,joy,surprise
"TO BE CLEAR. BLACK LIVES MATTER DC HAS NOT YET ORGANIZED OR PUBLICIZED ANY PROTEST FOR FRIDAY MAY 29, 2020. TAGGING US DOES NOT MEAN WE HAVE ANY KNOWLEDGE OF AN EVENT.",joy,surprise
"Omaha police on 72nd and Dodge threw pepper spray balls into a peaceful, planned protest. This photograph is powerful beyond words. #BlackLivesMatters photo cred: @chrismachian",joy,surprise
"If you’re black and don’t support the agenda of the Black Lives Matter the .org, it’s perfectly ok since it’s decidedly anti-black family. You’re free to support blackness &amp; not the .org. All black folks don’t have to support the official organization. ",joy,surprise
One of the most powerful things I have ever seen. Please share! #BlackLivesMatter Thank you #CoachK @DukeMBB our world@needs more leaders like you!,joy,surprise
"At least a dozen events are planned covering miles of ground from Arlington to Capitol Hill, with the newly-christened Black Lives Matter Plaza at H and 16th as their nexus. There’s live music, free supplies and a memorial for Breonna Taylor who would have turned 27 yesterday. ",joy,surprise
"Great example of why I’ll always be proud to be a part of the UNC basketball family. Plus, I’m extra proud to have Coach Williams in my life as not only my former coach but as a mentor and friend. Black Lives Matter. ",joy,surprise
Now Black Lives Matter wants to tear down statues of Jesus Christ. I think they may have overstepped. Just my opinion.,joy,surprise
Good morning! Don’t forget: - Black Lives Matter - Wear Your Mask,joy,surprise
"UPDATE: Tomorrow’s #GeorgeFloyd Houston memorial service will be limited to family and close friends. The public can pay their respects at a public viewing TODAY from 12-6pm CT at Fountain of Praise, 13950 Hillcroft Ave, Houston, TX 77085 ",joy,surprise
