Tweet,anger,anticipation,disgust,fear,joy,love,optimism,pessimism,sadness,surprise,trust,tweet_text
"Amid gloom in IT sector, ATCS expands India operations",0,0,0,0,1,0,1,0,0,0,0,"Amid gloom in IT sector, ATCS expands India operations"
Cleaning my coffee wear with decanter balls is so therapeutic. #sparkling,0,0,0,0,1,0,1,0,0,0,0,Cleaning my coffee wear with decanter balls is so therapeutic. sparkling
"Aw, bummer. @WckdLbrn (Maura Rankin) blocked me for calling her out as a #bully. Some people just #CantHandleTheTruth, can they?",1,0,1,0,0,0,0,0,0,0,0,"Aw, bummer.  (Maura Rankin) blocked me for calling her out as a bully. Some people just Cant Handle The Truth, can they?"
@SnoopDogg is the man ,0,0,0,0,1,0,0,0,0,0,1, is the man 
"Gorkas is angrily unhinged, &amp;lecturing CNN on what?they should cover demanding they go after Hillary Clinton instead of Trump.",1,0,0,0,0,0,0,0,0,0,0,"Gorkas is angrily unhinged, &amp;lecturing CNN on what?they should cover demanding they go after Hillary Clinton instead of Trump."
"Request MRI 2 years ago, Neuro only requested last year, I'm still waiting on appointment  #mssucks #healthcareFail",1,0,1,0,0,0,0,0,0,0,0,"Request MRI 2 years ago, Neuro only requested last year, i am still waiting on appointment  mssucks healthcareFail"
Snorkel time #fury key west,1,0,1,0,1,0,1,0,0,0,0,Snorkel time fury key west
@tonyposnanski @realDonaldTrump a serious character flaw. Nowhere close to @POTUS44,1,0,1,0,0,0,0,0,0,0,0,  a serious character flaw. Nowhere close to 
@NikkiWoods Start where you are. Use what you have. So what you can. AND do it with a #smile and #confidence. ❤,0,0,0,0,1,0,1,0,0,0,0, Start where you are. Use what you have. So what you can. AND do it with a smile and confidence.  red_heart 
"Driving down the thruway,pantless. #breezy",0,0,0,0,1,0,1,0,0,0,0,"Driving down the thruway,pantless. breezy"
"'I have a problem with authority.'\n\n'Oh, you mean you hate being told what to do?'\n\n'No. Authority figures just terrify me.'\n\n#SocialAnxiety",1,0,1,1,0,0,0,0,0,0,0,"'I have a problem with authority.'\n\n'Oh, you mean you hate being told what to do?'\n\n'No. Authority figures just terrify me.'\n\nSocial Anxiety"
@RazdanNidhi Improve on the makeup dear to avoid reduction in viewership... ,0,0,0,0,0,0,0,1,1,0,0, Improve on the makeup dear to avoid reduction in viewership... 
"Ground control to Captain Tom, eclipse was mind blowing #solareclipse2017 ",0,0,0,0,1,0,1,0,0,1,0,"Ground control to Captain Tom, eclipse was mind blowing solareclipse2017 "
Lmao nah give that bitch a show 😂 she on her high horse and still miserable 😂😂😂,1,0,1,0,0,0,0,0,1,0,0,Lmao nah give that bitch a show  face_with_tears_of_joy  she on her high horse and still miserable  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy 
omg i'm soooo fucking fuming,1,0,1,0,0,0,0,0,0,0,0,omg i am soooo fucking fuming
"- Due to the historically long bond between dogs and humans, dogs have evolved to understand human laughter. #FeelAlive",0,0,0,0,1,0,1,0,0,0,0,"- Due to the historically long bond between dogs and humans, dogs have evolved to understand human laughter. Feel Alive"
@thetimtracker Saw last nights vlog. Sorry bout what u guys went through this weekend. Just glad u r doing better! Happy car shopping.,0,0,0,0,1,0,1,0,0,0,0, Saw last nights vlog. Sorry bout what u guys went through this weekend. Just glad u r doing better! Happy car shopping.
@TheSarahFader I don't even log on sometimes. ,0,0,0,0,0,0,0,0,0,0,0, I don't even log on sometimes. 
Pages like AjPlus profit off our outrage... they serve no purpose other than to show us shit that pisses us off. Don't need that negativity,1,0,1,0,0,0,0,0,0,0,0,Pages like AjPlus profit off our outrage... they serve no purpose other than to show us shit that pisses us off. Don't need that negativity
@jaden_lindner If I acquire a deadly scowl like that I'm going to be pretty happy to be old,0,0,0,0,1,0,1,0,0,0,0, If I acquire a deadly scowl like that i am going to be pretty happy to be old
@Aajijie Dont it'll hurts 😦 i prefer hugs hehe xoxo,0,0,0,0,1,0,0,0,1,0,0, Dont it will hurts  frowning_face_with_open_mouth  i prefer hugs hehe xoxo
got a channel on my Roku which has 24/7 Invader Zim playing. ,0,0,0,0,1,0,1,0,0,0,0,got a channel on my Roku which has 24/7 Invader Zim playing. 
"@oliverdarcy yes, it's awful :(",1,0,1,0,0,0,0,1,1,0,0," yes, it is awful :("
Anytime I start getting sad about the fact that I might die alone I just look at how miserable 90% of my married friends are.,0,0,1,0,0,0,1,0,1,0,0,Anytime I start getting sad about the fact that I might die alone I just look at how miserable 90% of my married friends are.
How odd to watch a mortal kindle\nThen to dwindle day by day.\nKnowing their bright souls are tinder\nAnd the wind will have its way.,0,0,0,0,0,0,0,0,0,0,0,How odd to watch a mortal kindle\nThen to dwindle day by day.\nKnowing their bright souls are tinder\nAnd the wind will have its way.
Trying my hardest not to curse people off. I look annoyed for a reason don't tell me to smile bitch!,1,0,1,0,0,0,0,0,0,0,0,Trying my hardest not to curse people off. I look annoyed for a reason don't tell me to smile bitch!
@whounfollowedme - I'm #very #glad to see You in my community !,0,0,0,0,1,1,1,0,0,0,0, - i am very glad to see You in my community !
@fredonair I always laugh during horror movies,0,0,0,0,1,0,1,0,0,0,0, I always laugh during horror movies
@cnn please get Sebstian Gorka off of my tv.  The whole trump admin. needs to stop deflecting by talking about Hillary.  #awful,1,0,1,0,0,0,0,0,0,0,0, please get Sebstian Gorka off of my tv.  The whole trump admin. needs to stop deflecting by talking about Hillary.  awful
@Afi_licious I have at 7am so I have to get up around 5am to get ready! N also 7am classes are never pleasant 😭,0,0,0,0,0,0,0,0,1,0,0, I have at 7am so I have to get up around 5am to get ready! N also 7am classes are never pleasant  loudly_crying_face 
@WYP_FizAhmed Couldn't have delivered without you @WYP_FizAhmed - #inspiring #partnership #women,0,0,0,0,0,0,1,0,0,0,1, Couldn't have delivered without you  - inspiring partnership women
"“Let us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up.”\nGalatians 6:9 NIV",0,0,0,0,0,0,1,0,0,0,0,"""Let us not become weary in doing good, for at the proper time we will reap a harvest if we do not give up.""\nGalatians 6:9 NIV"
@mrsebastian696 @Twitter HAPPY BIRTHDAY!! :D,0,0,0,0,1,1,1,0,0,0,0,  HAPPY BIRTHDAY!! :D
First pumpkin coffee of the season this morning! Thank you @DunkinDonuts for an automatic good day! 🎃 #ecstatic #pumpkineverything,0,0,0,0,1,0,1,0,0,0,0,First pumpkin coffee of the season this morning! Thank you  for an automatic good day!  jack_o_lantern  ecstatic pumpkineverything
I need words of encouragement right now 😥,0,1,0,0,1,0,1,1,1,0,0,I need words of encouragement right now  sad_but_relieved_face 
omg they said kyungsoo looked gloomy and his instant smile after that i'm melting,0,0,0,0,1,1,0,0,0,0,1,omg they said kyungsoo looked gloomy and his instant smile after that i am melting
"@J_UGO_ @TopPlanet63 Vestiti Black and White, stile blues Brothers",0,0,0,0,0,0,0,0,0,0,0,"  Vestiti Black and White, stile blues Brothers"
2 followers until 420? This should be easy. #bot #moneygiveaway #freemoney #blessing #free #money #likes #payday,0,0,0,0,1,0,1,0,0,0,0,2 followers until 420? This should be easy. bot moneygiveaway freemoney blessing free money likes payday
"the man was staring at him intensely, not smiling but not frowning either. just looking at him. 'you should sleep some more' the man says",0,0,0,0,0,0,0,0,0,0,0,"the man was staring at him intensely, not smiling but not frowning either. just looking at him. 'you should sleep some more' the man says"
"Honestly, with all I've been through, I know I'm the strongest person. \nEmotionally tho 😀\nCoz small blow and I'm in a pool of tears.",0,0,0,0,1,0,1,0,1,0,0,"Honestly, with all i have been through, I know i am the strongest person. \nEmotionally tho  grinning_face \nCoz small blow and i am in a pool of tears."
Exited for my 3 week #trip. Sadly I won’t be able to make any music #crying,0,0,0,0,1,0,0,0,1,0,0,Exited for my 3 week trip. Sadly I won't be able to make any music crying
@geoffschwartz agreed but it had tessie by dropkicks playing outside of gameplay.  #awful,1,0,1,0,0,0,0,1,0,0,0, agreed but it had tessie by dropkicks playing outside of gameplay.  awful
@LATMultilingual #whattheworldneedsnow indeed; #laughter #fun #smiles #joy. #VanBiennale team are already in the mood!,0,0,0,0,1,0,1,0,0,0,0, whattheworldneedsnow indeed; laughter fun smiles joy. Van Biennale team are already in the mood!
@BellinoNBC @FSMBlitz @bustedcoverage FYI speed trap on I-75/I-475 NB.Changes to 50 Mph . Slow down or receive a $120 ticket in mail! #angry,1,0,1,0,0,0,0,0,0,0,0,   FYI speed trap on I-75/I-475 NB.Changes to 50 Mph . Slow down or receive a $120 ticket in mail! angry
'If I allow my worry to consume me - all that I worry about will be given the opportunity to manifest.' ~ #Eleesha ღ #quote #worry #trust,0,0,0,0,0,0,1,0,1,0,1,'If I allow my worry to consume me - all that I worry about will be given the opportunity to manifest.' ~ Eleesha ღ quote worry trust
Love getting them calls ,0,0,0,0,1,1,1,0,0,0,0,Love getting them calls 
"When a person can no longer laugh at himself, it is time for others to laugh at him. Thomas Szasz #humor #merryheart #just ",0,0,0,0,1,0,1,0,0,0,0,"When a person can no longer laugh at himself, it is time for others to laugh at him. Thomas Szasz humor merryheart just "
"Honey, you hurt me the way the sun touches my skin today #Sinatra\n\n#quote  #success",1,0,1,0,0,1,0,0,1,0,0,"Honey, you hurt me the way the sun touches my skin today Sinatra\n\nquote  success"
"@Transition My perception of J culture is that they would be torn between the ritualistic act, and the indignity of the experience :-)",0,1,0,1,0,0,0,1,0,0,0," My perception of J culture is that they would be torn between the ritualistic act, and the indignity of the experience :-)"
Dro is everything to me ,0,0,0,0,0,1,0,0,0,0,0,Dro is everything to me 
"@morrgancatt you dont have a bad smile at all, you should smile more often and share your smile with all your fans",0,0,0,0,1,1,1,0,0,0,0," you dont have a bad smile at all, you should smile more often and share your smile with all your fans"
My heart is so happy I want to explode. ❤️💥,0,0,0,0,1,1,1,0,0,0,0,My heart is so happy I want to explode.  red_heart ️ collision 
@matthewpouliot Wow-he had sooo much talent. #glad he is still playing,0,0,0,0,1,0,1,0,0,0,0, Wow-he had sooo much talent. glad he is still playing
love to see them interacting 😸🙏 #itsbeensolong #laughing,0,0,0,0,1,1,0,0,0,0,0,love to see them interacting  grinning_cat_face_with_smiling_eyes  folded_hands  itsbeensolong laughing
"@DJVigilanteSA Don't fret! Twitter is here to ensure that I swear on 'em, without a civil war!!!",1,0,1,1,0,0,1,0,0,0,0," Don't fret! Twitter is here to ensure that I swear on 'em, without a civil war!!!"
@topnotch200 I don't know my mouth was burning the whole time,0,0,1,0,0,0,0,0,1,0,0, I don't know my mouth was burning the whole time
"@PreetBharara “Ask,” lol. Looks like gene pool on male side of Trump family #sadly lacking.",1,0,0,0,0,0,0,0,1,0,0," ""Ask,"" lol. Looks like gene pool on male side of Trump family sadly lacking."
A woman is sterilised because she is certain that she doesn't want children. What exactly is there to discuss? 😠 #LooseWomen,1,0,1,0,0,0,0,0,0,0,0,A woman is sterilised because she is certain that she doesn't want children. What exactly is there to discuss?  angry_face  Loose Women
@billjoehughes Sounds delightful 😅,0,0,0,0,1,1,1,0,0,0,0, Sounds delightful  grinning_face_with_sweat 
"Not only was @ReignOfApril and @deray responsible for the unnecessary outrage of this movie, but made the director @mattreevesLA look bad",1,0,1,0,0,0,0,0,0,0,0,"Not only was  and  responsible for the unnecessary outrage of this movie, but made the director  look bad"
Accept the challenges so that you can feel the exhilaration of victory.  \n-- George S. Patton,0,0,0,0,1,0,1,0,0,0,0,Accept the challenges so that you can feel the exhilaration of victory.  \n-- George S. Patton
"This the way I rage, \n\non sum wopstar shit ⭐️",1,0,1,0,0,0,0,0,0,0,0,"This the way I rage, \n\non sum wopstar shit  white_medium_star ️"
"@adgpi @NorthernComd_IA It is a grave #provocation 2 #Jawan #Martyr Plz ensure 20 #jawans killed Across LoC,Govt Says Army given #FreeHand?",1,0,0,1,0,0,0,0,1,0,0,"  It is a grave provocation 2 Jawan Martyr Plz ensure 20 jawans killed Across LoC,Govt Says Army given Free Hand?"
"@allthestations Don't worry, no more Pacers by the time you get to Scotland. :D",0,0,0,0,1,0,1,0,0,0,0," Don't worry, no more Pacers by the time you get to Scotland. :D"
"@TEN_GOP @Dj_MadArab outlier fail. Btw, nothing to see here 😄",0,0,0,0,1,0,0,1,1,1,0,"  outlier fail. Btw, nothing to see here  grinning_face_with_smiling_eyes "
#happy #birthday #day trip #great day #super nice weather #blue sky #good mood #fun #love #ice cream #lycklig #födelsedag #öland,0,0,0,0,1,1,0,0,0,0,0,happy birthday day trip great day super nice weather blue sky good mood fun love ice cream lycklig födelsedag öland
"I don't know what to say. I'm so tired rn. Maybe one more time, and I'll burst out of anger.",1,0,1,0,0,0,0,0,1,0,0,"I don't know what to say. i am so tired rn. Maybe one more time, and i will burst out of anger."
@titsjpeg Yeah funny and sexy 😍,0,0,0,0,1,0,0,0,0,0,0, Yeah funny and sexy  smiling_face_with_heart_eyes 
"#nokia6 announced in US after India., still its available there..and in india waiting since ages. #bad @nokiamobile #disappointed",1,0,1,0,0,0,0,1,1,0,0,"nokia6 announced in US after India., still its available there..and in india waiting since ages. bad  disappointed"
