ori_sentiment,tweet_text
happy,Years 3 &amp; 4 having a fantastic time at the #mummies #aztec #history #education #romans
happy,Great to see the The guardian is Exhbition of the week is our Jackson Pollock show at
happy,An exciting announcement soon : #excited
not-relevant,Project curator sought for South Africa exhibition closing date 26 June: #twitterstorians #museums
happy,Great talk Weds night 7pm what will look like after its redevelopment
nocode,what is your favourite colour?
not-relevant,what do you think of my biro illustrations? Pls RT. Thanks!
sad,ART=FREEDOM Visited the gallery but unable to see the impressionist paintings belonging to collection.When up
nocode,Many congratulations to Sir Nicholas Penny of on his knighthood. His intro to London Art Week 2015:
nocode,"Tour dates for Longford Castle, open only 28 days a year, are on sale now: via"
happy,Sunflowers compliments our #NorthbankInBloom perfectly! #summer
happy,"Ooh, fab just down the road from work so that is at least one lunch hour sorted!"
happy,Oh Whistle jacket is my daughter is favourite picture in ...she has her own route around it &amp; he is last.
happy,They are extremely beautiful. Thank you very much for sharing.
nocode,one is surely a bird set free. But why a glass in the old age? Musical instrument epitomises songs of young heart
nocode,And why is father is Day and the solstice observed together? There is one theory:
nocode,Get the story behind 6 must-see pieces #IndigenousAustralia exhibition
happy,If you have not checked out #TARA the TRUST FOR AFRICAN ROCK ART you should! TARA have teamed up w
nocode,please add yourself to our website and app it is Free and you can offer vouchers! #familyday 0-19yrs
happy,"Lovely discussing art, #mentalhealth and #mindfulness with Rachel from tonight #MAGwellbeing #sharing"
nocode,The Rowena Markham Daily is out! Stories via
happy,the defining beauty exhibition at was so overwhelmingly stunning today. it ends next week so PLEASE make it a priority + go.
not-relevant,. have a #conferencing &amp; #event showcase on Wed 1 July from 6.45pm. RSVP to VenueHire.org
nocode,we were @ the museum last week and wondered about the shadow on her face. Is that from the umbrella? It looks a bit odd.
nocode,jealous of the museums you have got on your doorstep
nocode,This summer view the 'portraits of an icon' as delve into the life of Audrey #Hepburn
happy,Greatly enjoyed the #DefiningBeauty exhibition at the
nocode,#London #Soundscapes features new music composed in response to paintings in
nocode,"James Richards devises a ""sonic filter"" for bacon is painting by"
happy,"Christopher Williams Last weekend to see the show, which is excellent and should…"
happy,Getting excited about telling aboriginal tales &amp; playing #didgeridoo during tonight is sleepover
nocode,Which current living artist is most likely to be a highlight of the NG in 100 years? #AskTheGallery
happy,Great stuff! i will be there ASAP :0
happy,Wonderful!
nocode,"#Gainsborough was a leading portrait painter, but his private inclination was for landsca... via"
nocode,"Handmade capes by Brazilian artist, Ricans Neuenchewander of London school children is fears. #colour"
happy,Out with Y7 at the we have learnt about ancient Cyrus &amp; now enjoying the Greek &amp; Roman galleries!
happy,A little blue man. A souvenir who has been there from the start!
happy,Yummy lunch now to check out #waddesdon and #DefiningBeauty at #self-authorisedsabbatical ;-
happy,"This looks great, so hard to decide which day to go to"
happy,A pleasure.Enjoying the catalogue immensely!Thanks!
nocode,We want to celebrate kids creativity online! Enter our summer exhibition
happy,urges visitors to enjoy the sheer pleasure of colour here please do
nocode,. can you attend adjournment debate tomorrow #noprivatisation #reinstatecandy
happy,Love history? Visit today! Love history &amp; #RealAle ? Visit open since 1826!
happy,thank you for following me back. Great to meet you learning about #DefeatingDepression
nocode,Check out the #Africanrockart image project:
happy,"The best activities, has the TATE."
nocode,"Tiger in a Tropical Storm Surprised, by Henri Rousseau 1891 Oil on Canvas"
nocode,Any advice for graduates looking to work in the arts? #AskTheGallery
happy,Thanks to our great dance tutors &amp; all that joined the taster sessions &amp; flashmob practice today
nocode,#tbt Lucian Freud proves that beauty is only skin deep
nocode,#books Countdown! Corrections and cover lists! FIND by ...
happy,The has kindly loaned the beautiful Ædwen is brooch to us for this new exhibition! #AngloSaxon #Viking
happy,Two very different but equally beautiful events
happy,Seriously proud of our curator for being selected in this year is Whitechapel opening.
nocode,The Top 5 Art shows 2C in London
nocode,facile dimenticare
nocode,Proposals for Reykjavik. 2014. No.11
happy,We were v honoured to be a small part of a unique short film by artist with other 🐋
happy,"Had plenty of thought creating, mind blowing art to behold today with &amp; Mindart"
happy,Don't miss wonders of the ancient world #DefiningBeauty show ★★★★
nocode,greavy.
nocode,#TemplosCulturales Quisiera conocer y el
angry,". Director N. Penny favours ""in-house solution"" Come back to talks then! got #Alternative"
nocode,#CAPP_eu meets in #Helsinki with
happy,#AskTheGallery As a director what is the main objective you would like to achieve? How would you achieve it? Thanks :!
nocode,See Christopher Williams The Production Line of Happiness via
sad,Goodbye see you in 2.25 years!
nocode,Quick sketches of paintings in Sainsbury wing by KS3 #stockleyart #artcubed
nocode,"Greek jar, c. 480 BCE, showing Odysseus' ship passing the sirens. Via archives"
happy,"Happy father is Day &amp; Solstice! Guided tours are at 11.30, 2.30 &amp; 4.00 expect Fathers and Suns!"
happy,Last chance to see LA-based #ChristopherWilliams who deconstructs and demystifies photography
nocode,"Starting ""Refugee restorers, Sir Kenneth Clark and the NG"" talk."
happy,Well done!
happy,Love this!
happy,"Really enjoying insightful day of screenings/events artists Larissa Sansour, Beatrice Gibson&amp;Sarah Turner"
happy,Loving the Jackson Pollock inspired cupcakes #pressview today.
nocode,"For 'Silent Sticks', Corin Sworn researched commedia dell'arte, mistaken identity, costumes, props"
nocode,Perhaps it was only sunny on the other side of the canal?
nocode,These Celltic helmets in prove that Britons looked stupid while trying to look hard for millennia.
happy,Looking forward to this archive exhibition on the Kibbo Kift Kindred 1920-1932 Oct 2015
nocode,What is now the Courthauld Institute entrance.
sad|disgust,"If u are concerned&gt;outsourcing&amp;volunteering r the root of many evils, u might want to use #AskTheGallery to let know. Cheers"
nocode,"#NG365 Jan steen is ""Skittle Players Outside an Inn"" #art #DutchArt"
nocode,"henry8, austriace, ranklj"
nocode,Here is the award winner John arriving at the event at the Camden Community Learning Awards at #London
happy,"all resolved, the link works now, thank you very much!"
nocode,was the muddy ground that slowed the artillery the worst enemy of Bonaparte? #Waterloo200
nocode,Mañana se inaugura la expo #BlindSpots de #JacksonPollock en la abierta hasta el 18 de Octubre #arte
nocode,The Rosseta is invaluable.
happy,"Wow awesome Vie, excellent news! Keep up the great work!"
happy,seeing how many last minute visits I can fit in before the closure and fabulous redevelopment ...
happy,Great event to kick start #Airmic2015 at Thanks to our guests
angry,#Solidarity from USDAW C133 to on Day 39 of strike against privatisation #ReinsateCandy
nocode,"Earlier, Whitney McVeigh speaking about her work in St.peter is Church #CastleHill15"
happy,Great sound installation by James Richard incl. Frances Bacon #degreeshow
nocode,"11th July i am teaching a study morning at the on Van gogh is weird painting, 'Two Crabs'. Book here"
nocode,big pen?
nocode,are there tix left for Defining Beauty today? Shows sold out online. Tks.
nocode,On this weeks half price Monday wine club at #NationalCafe is Stopham Estate Rose from Sussex
happy,Harbour Cottages is sailing off to a lovely new home :
nocode,"In other news I found the female scholar in Ancient Greece #DefiningBeauty Terracotta, 4th century BC"
nocode,Jackson #Pollock at is Exhibition of the Week we have special offers for conf delegates on
nocode,"Degas, but he is not on the list."
nocode,"Sir Mark Jones, former Director of is giving a lecture on this subject on Saturday the 27th of June... #medals"
happy,Great &amp; Exciting news for We look forward to our next visit! #Cornwall
nocode,Going to London. Go. British Museum: Bonaparte and the British
nocode,New blog post by Paul Willis formerly 'Sir Joshua Reynolds: Sketchbooks to Genius' | #Reynolds
happy,"My highlight of #DefiningBeauty at the was this personified vine, bff of Bacchus:"
nocode,"You can view works by de Hooch, known for orderly interiors and sunny courtyards, in room... via"
nocode,"FLAMIN: the Artists Present… Screenings, events and discussions Sat 27 June, 1.20–6pm"
nocode,"Thank you Julia, dear lady X. Hi to ---&gt;"
not-relevant,"2nd GENOCIDE against #Biafra by #Buhari has begun,3days of unreported aerial Bombardment in #Biafra"
nocode,"SPQ-RT ancient Roman Swiss Army knife, 3rd century CE, at"
nocode,is gifted 2nd studio by Barbara hepworth is family watch my report 1330
happy,Fantastic day incl #LondonPride lunch at Wahaca #DefiningBeauty &amp; paddling in Hyde Park. Now nice glass of Rose and #Kanye
happy,Thank you looking forward to it :
nocode,what did they do with those who announced napoleon is victory?
nocode,Object biographies are now a major focus of museum development -esp after 's #objects2015
happy,lovely picture that
sad,"Massive queues at gates of today for security bag searches. Sad to see, but necessary."
nocode,Germanicus maybe?
nocode,"And of course a plume and a laurel wreath. The first means impetousness of youth, the second rewards achievements"
happy,Wonderful to see today #valuation #History #Waterloo1815
happy,Looking forward to tomorrow eve for Greek Art Defining Beauty. Msg us for tix
nocode,Is it ever ok to dispose of works? Under what conditions? #AskTheGallery
nocode,What lies beneath: drapery and the suggested form via
happy,agree. Lovely place to work/volunteer? Amazing domestic #architectural spaces &amp; #art. I want to visit every wk!
nocode,we are commemorating the #BattleofWaterloo with #BeefWellingtonDay &gt;&gt;
nocode,The Artist Project: Sarah Sze from MMA Digital Media on Vimeo cc:
nocode,"Doin a meetin at in London, Greater London"
angry,Bad times at the National Gallery! Stop the privatisation of services at the via
nocode,Ancient artefact meets new technology for ramm is millionth visitor #Exeter
nocode,Follow us on Instagram to see the finer details in our rooms and our collection: via
