text,tweet_text,lemma_tweet_text,nrc_sentiment,nrc_sentiment_count,nrc_sentiment_score,dpm_sentiment,dpm_sentiment_count,dpm_sentiment_score,anger,disgust,joy,sadness,surprise,fear,esn_sentiment,esn_sentiment_count
Leadership. #BlackLivesMatter #PoliceReformNow,"['leadership', 'black', 'lives', 'matter', 'police', 'reform', 'now']","['leadership', 'black', 'life', 'matter', 'police', 'reform', 'now']",trust,2.0,0.9610000000000001,inspired,7.0,1.237778387928481,0.0,0.0,3.0,0.0,0.0,1.0,joy,3.0
https://thegailygrind.com/2020/05/31/black-protesters-confront-white-women-graffitiing-black-lives-matter-they-are-gonna-blame-that-on-us/ Dear Trump don't blame #BlackLivesMatter or black people for all things that are happening #hiddenagenda,"['dear', 'trump', 'do', 'not', 'blame', 'black', 'lives', 'matter', 'or', 'black', 'people', 'for', 'all', 'things', 'that', 'are', 'happening']","['dear', 'trump', ""do'"", 'not', 'blame', 'black', 'life', 'matter', 'or', 'black', 'people', 'for', 'all', 'thing', 'that', 'be', 'happen']",surprise,1.0,0.49200000000000005,inspired,12.0,2.4070195661560225,0.0,0.0,8.0,2.0,1.0,0.0,joy,8.0
This is the type of leaders you want in your community #BlackLivesMatter ,"['this', 'is', 'the', 'type', 'of', 'leaders', 'you', 'want', 'in', 'your', 'community', 'black', 'lives', 'matter']","['this', 'be', ""the'"", 'type', 'of', 'leader', 'you', 'want', 'in', ""your'"", 'community', 'black', 'life', 'matter']",trust,2.0,1.157,inspired,9.0,1.7744126192497505,0.0,0.0,6.0,0.0,0.0,0.0,joy,6.0
"Please people... What happened to George Floyd was a crime, and I hope that cop gets the max. But if you even hint that THIS is an acceptable or even understandable response, you've lost my respect. This is not protesting. This is criminal and inhuman. #WeAreBetterThanThis","['please', 'people', 'what', 'happened', 'to', 'george', 'floyd', 'was', 'a', 'crime', 'and', 'i', 'hope', 'that', 'cop', 'gets', 'the', 'max', 'but', 'if', 'you', 'even', 'hint', 'that', 'this', 'is', 'an', 'acceptable', 'or', 'even', 'understandable', 'response', 'you', 'have', 'lost', 'my', 'respect', 'this', 'is', 'not', 'protesting', 'this', 'is', 'criminal', 'and', 'inhuman', 'we', 'are', 'better', 'than', 'this']","['please', 'people', 'what', 'happen', ""to'"", 'george', 'floyd', 'be', 'a', 'crime', 'and', 'i', 'hope', 'that', 'cop', 'get', ""the'"", 'max', 'but', 'if', 'you', 'even', 'hint', 'that', 'this', 'be', 'a', 'acceptable', 'or', 'even', 'understandable', 'response', 'you', 'have', 'lose', 'my', 'respect', 'this', 'be', 'not', 'protest', 'this', 'be', 'criminal', 'and', 'inhuman', ""we'"", 'be', 'better', 'than', 'this']",fear,5.0,2.774,angry,25.0,3.8605191460418715,0.0,0.0,11.0,2.0,2.0,2.0,joy,11.0
#june2020 #dcprotest #dcphotography #riot #georgefloyd #justiceforgeorgefloyd #justiceforahmaud #protest #f12 #nationscapital #blacklivesmatter #breakin #looting #trump #teargas #smoke #icantbreathe @The White House https://www.instagram.com/p/CA5kVl5hUdb/?igshid=11zylk9dx7jwr,"['june2020', 'dcprotest', 'dcphotography', 'riot', 'georgefloyd', 'justiceforgeorgefloyd', 'justiceforahmaud', 'protest', 'f', '12', 'nationscapital', 'blacklivesmatter', 'breakin', 'looting', 'trump', 'teargas', 'smoke', 'icantbreathe', 'white', 'house']","['june', '2020', 'dcprotest', 'dcphotography', 'riot', 'georgefloyd', ""justiceforgeorgefloyd'"", 'justiceforahmaud', 'protest', 'f', '12', 'nationscapital', 'blacklivesmatter', 'breakin', 'looting', 'trump', 'tearga', 'smoke', 'icantbreathe', 'white', 'house']",anger,1.0,0.7879999999999999,angry,9.0,1.5584814783413565,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
"No justice, no peace. #EndPoliceBrutality #BlackLivesMatter ","['no', 'justice', 'no', 'peace', 'end', 'police', 'brutality', 'black', 'lives', 'matter']","[""no'"", 'justice', ""no'"", 'peace', 'end', 'police', 'brutality', 'black', 'life', 'matter']",trust,4.0,2.274,angry,9.0,1.4988418848308764,0.0,0.0,4.0,1.0,0.0,1.0,joy,4.0
don’t know why is so hard for people to understand that these HUMANS just want basic human rights and decency. #blacklivesmatter #BLM,"['do', ""n't"", 'know', 'why', 'is', 'so', 'hard', 'for', 'people', 'to', 'understand', 'that', 'these', 'humans', 'just', 'want', 'basic', 'human', 'rights', 'and', 'decency', 'blacklivesmatter', 'blm']","[""do'"", 'not', 'know', 'why', 'be', ""so'"", 'hard', 'for', 'people', ""to'"", 'understand', 'that', 'these', 'human', 'just', 'want', 'basic', 'human', 'rights', 'and', 'decency', 'blacklivesmatter', 'blm']",,0.0,0.0,inspired,10.0,1.855145051482218,0.0,0.0,9.0,2.0,0.0,0.0,joy,9.0
"Horrible indeed! Destruction and looting intensified after the curfew went into effect. This is not about George Floyd anymore. As a resident in DC downtown, I can say it felt unsafe. In my area, things only seemed to have got under control after armoured vehicles deployed","['horrible', 'indeed', 'destruction', 'and', 'looting', 'intensified', 'after', 'the', 'curfew', 'went', 'into', 'effect', 'this', 'is', 'not', 'about', 'george', 'floyd', 'anymore', 'as', 'a', 'resident', 'in', 'dc', 'downtown', 'i', 'can', 'say', 'it', 'felt', 'unsafe', 'in', 'my', 'area', 'things', 'only', 'seemed', 'to', 'have', 'got', 'under', 'control', 'after', 'armoured', 'vehicles', 'deployed']","['horrible', 'indeed', 'destruction', 'and', 'looting', 'intensify', 'after', ""the'"", 'curfew', 'go', 'into', 'effect', 'this', 'be', 'not', 'about', 'george', 'floyd', 'anymore', 'as', 'a', 'resident', 'in', 'dc', 'downtown', ""i'"", 'can', 'say', 'it', 'feel', 'unsafe', 'in', 'my', 'area', 'thing', 'only', 'seem', ""to'"", 'have', 'get', 'under', 'control', 'after', 'armour', 'vehicle', 'deploy']",fear,3.0,2.092,afraid,34.0,4.817278788180029,0.0,0.0,18.0,1.0,0.0,2.0,joy,18.0
Seattle police macing a 9 year old girl during #GeorgeFloyd protest! #Seattle #SeattlePD ,"['seattle', 'police', 'macing', 'a', '9', 'year', 'old', 'girl', 'during', 'george', 'floyd', 'protest', 'seattle', 'seattlepd']","[""'seattle"", 'police', 'macing', 'a', '9', 'year', 'old', 'girl', 'during', 'george', 'floyd', 'protest', 'seattle', 'seattlepd']",trust,1.0,0.484,amused,8.0,1.188409381730276,0.0,0.0,1.0,1.0,0.0,1.0,,0.0
Smashed glass at the 11th & I CVS #protests2020 #DCProtests #GeorgeFloyd – at CVS Pharmacy,"['smashed', 'glass', 'at', 'the', '11th', '&', 'i', 'cvs', 'protests', '2020', 'd', 'c', 'protests', 'george', 'floyd', 'at', 'cvs', 'pharmacy']","[""'smash"", 'glass', 'at', ""the'"", '11th', '&', ""i'"", 'cv', 'protest', '2020', ""d'"", 'c', 'protest', 'george', 'floyd', 'at', 'cv', 'pharmacy']",,0.0,0.0,amused,9.0,1.5938220575677422,0.0,0.0,2.0,0.0,0.0,0.0,joy,2.0
Antifa is a terrorist group. They’re not doing this for George Floyd or for your or this country’s best interest.,"['antifa', 'is', 'a', 'terrorist', 'group', 'they', 'are', 'not', 'doing', 'this', 'for', 'george', 'floyd', 'or', 'for', 'your', 'or', 'this', 'country', 'is', 'best', 'interest']","['antifa', 'be', ""a'"", 'terrorist', 'group', 'they', 'be', 'not', 'do', 'this', 'for', 'george', 'floyd', 'or', 'for', 'you', 'or', 'this', 'country', 'be', 'best', 'interest']",fear,1.0,0.972,amused,7.0,1.4467084953490486,0.0,0.0,4.0,1.0,0.0,1.0,joy,4.0
Somebody drop the addy #protests2020 #GeorgeFloyd ,"['somebody', 'drop', 'the', 'addy', 'protests', '2020', 'george', 'floyd']","['somebody', 'drop', ""the'"", 'addy', 'protest', '2020', 'george', 'floyd']",,0.0,0.0,annoyed,6.0,1.0290965831816847,0.0,0.0,1.0,1.0,0.0,0.0,,0.0
The aftermath of sundays #looting in #Georgetown I can tell you first hand these were NOT protestors. #protests2020 #BlackLivesMatter #WashingtonDCRiots #WashingtonDCProtests #GeorgeFloyd #GeorgeFloydProtests – at CVS pharmacy,"['the', 'aftermath', 'of', 'sundays', 'looting', 'in', 'georgetown', 'i', 'can', 'tell', 'you', 'first', 'hand', 'these', 'were', 'not', 'protestors', 'protests', '2020', 'black', 'lives', 'matter', 'washington', 'd', 'c', 'riots', 'washington', 'd', 'c', 'protests', 'george', 'floyd', 'george', 'floydprotests', 'at', 'cvs', 'pharmacy']","[""the'"", 'aftermath', 'of', 'sunday', 'looting', 'in', 'georgetown', ""i'"", 'can', 'tell', 'you', 'first', ""hand'"", 'these', 'be', 'not', 'protestor', 'protest', '2020', 'black', 'life', 'matter', 'washington', ""d'"", 'c', 'riot', 'washington', ""d'"", 'c', 'protest', 'george', 'floyd', 'george', 'floydprotest', 'at', 'cv', 'pharmacy']",anger,3.0,1.9709999999999999,inspired,24.0,3.738716030573295,0.0,0.0,8.0,1.0,0.0,0.0,joy,8.0
I’ll see you tonight!!! #GeorgeFloyd #NoJusticeNoPeace,"['i', 'will', 'see', 'you', 'tonight', 'george', 'floyd', 'no', 'justice', 'no', 'peace']","[""'i"", 'will', 'see', 'you', 'tonight', 'george', 'floyd', ""no'"", 'justice', ""no'"", 'peace']",trust,2.0,1.313,annoyed,6.0,1.0141419594896095,0.0,0.0,3.0,1.0,0.0,0.0,joy,3.0
#BlackLivesMatter #BlackDeafLivesMatter,"['black', 'lives', 'matter', 'black', 'deaf', 'lives', 'matter']","['black', 'life', 'matter', 'black', 'deaf', 'life', 'matter']",trust,1.0,0.47700000000000004,inspired,5.0,1.1980699166878477,0.0,0.0,2.0,1.0,0.0,0.0,joy,2.0
No I didn’t record it I was watching live. If @ZachandMattShow truly cared about #BlackLivesMatter like they claim they do they’d release the clip along with an apology. But we all know they won’t bc that would be a submission of guilt ,"['no', 'i', 'did', 'not', 'record', 'it', 'i', 'was', 'watching', 'live', 'if', 'truly', 'cared', 'about', 'black', 'lives', 'matter', 'like', 'they', 'claim', 'they', 'do', 'they', 'would', 'release', 'the', 'clip', 'along', 'with', 'an', 'apology', 'but', 'we', 'all', 'know', 'they', 'will', 'not', 'bc', 'that', 'would', 'be', 'a', 'submission', 'of', 'guilt']","[""no'"", ""i'"", 'do', 'not', 'record', 'it', ""i'"", 'be', 'watch', 'live', 'if', 'truly', 'care', 'about', 'black', 'life', 'matter', 'like', 'they', 'claim', 'they', ""do'"", 'they', 'would', 'release', ""the'"", 'clip', 'along', 'with', 'a', 'apology', 'but', ""we'"", 'all', 'know', 'they', 'will', 'not', 'bc', 'that', 'would', ""be'"", ""a'"", 'submission', 'of', 'guilt']",sadness,2.0,1.0310000000000001,inspired,22.0,3.7622713409814024,0.0,0.0,16.0,3.0,0.0,0.0,joy,16.0
This is a disgrace and if I were the family of George Floyd I would be very angry over that because they could care less about the death of George ,"['this', 'is', 'a', 'disgrace', 'and', 'if', 'i', 'were', 'the', 'family', 'of', 'george', 'floyd', 'i', 'would', 'be', 'very', 'angry', 'over', 'that', 'because', 'they', 'could', 'care', 'less', 'about', 'the', 'death', 'of', 'george']","['this', 'be', ""a'"", 'disgrace', 'and', 'if', ""i'"", 'be', ""the'"", 'family', 'of', 'george', 'floyd', ""i'"", 'would', ""be'"", 'very', 'angry', 'over', 'that', 'because', 'they', 'could', 'care', 'less', 'about', ""the'"", 'death', 'of', 'george']",anger,3.0,1.8820000000000001,annoyed,10.0,1.5743203171101252,1.0,1.0,7.0,1.0,0.0,0.0,joy,7.0
The aftermath of sundays #looting in #Georgetown I can tell you first hand these were NOT protestors. #protests2020 #BlackLivesMatter #WashingtonDCRiots #WashingtonDCProtests #GeorgeFloyd #GeorgeFloydProtests,"['the', 'aftermath', 'of', 'sundays', 'looting', 'in', 'georgetown', 'i', 'can', 'tell', 'you', 'first', 'hand', 'these', 'were', 'not', 'protestors', 'protests', '2020', 'black', 'lives', 'matter', 'washington', 'd', 'c', 'riots', 'washington', 'd', 'c', 'protests', 'george', 'floyd', 'george', 'floyd', 'protests']","[""the'"", 'aftermath', 'of', 'sunday', 'looting', 'in', 'georgetown', ""i'"", 'can', 'tell', 'you', 'first', ""hand'"", 'these', 'be', 'not', 'protestor', 'protest', '2020', 'black', 'life', 'matter', 'washington', ""d'"", 'c', 'riot', 'washington', ""d'"", 'c', 'protest', 'george', 'floyd', 'george', 'floyd', 'protest']",anger,3.0,1.9709999999999999,annoyed,21.0,3.313898785759094,0.0,0.0,7.0,1.0,0.0,0.0,joy,7.0
The aftermath of sundays #looting in #Georgetown I can tell you first hand these were NOT protestors. #protests2020 #BlackLivesMatter #WashingtonDCRiots #WashingtonDCProtests #GeorgeFloyd #GeorgeFloydProtests,"['the', 'aftermath', 'of', 'sundays', 'looting', 'in', 'georgetown', 'i', 'can', 'tell', 'you', 'first', 'hand', 'these', 'were', 'not', 'protestors', 'protests', '2020', 'black', 'lives', 'matter', 'washington', 'd', 'c', 'riots', 'washington', 'd', 'c', 'protests', 'george', 'floyd', 'george', 'floyd', 'protests']","[""the'"", 'aftermath', 'of', 'sunday', 'looting', 'in', 'georgetown', ""i'"", 'can', 'tell', 'you', 'first', ""hand'"", 'these', 'be', 'not', 'protestor', 'protest', '2020', 'black', 'life', 'matter', 'washington', ""d'"", 'c', 'riot', 'washington', ""d'"", 'c', 'protest', 'george', 'floyd', 'george', 'floyd', 'protest']",anger,3.0,1.9709999999999999,annoyed,21.0,3.313898785759094,0.0,0.0,7.0,1.0,0.0,0.0,joy,7.0
"In #williamsburgvirginia, I witnessed a #peacefulprotest that took place in front of the WJCC Courthouse. A diverse crowd showed up in huge numbers to express their outrage about the killing of #georgefloyd. As an… https://www.instagram.com/p/CA5lhvZBp_C/?igshid=sszryo2tbyp","['in', 'williamsburgvirginia', 'i', 'witnessed', 'a', 'peacefulprotest', 'that', 'took', 'place', 'in', 'front', 'of', 'the', 'wjcc', 'courthouse', 'a', 'diverse', 'crowd', 'showed', 'up', 'in', 'huge', 'numbers', 'to', 'express', 'their', 'outrage', 'about', 'the', 'killing', 'of', 'georgefloyd', 'as', 'an']","[""'in'"", 'williamsburgvirginia', ""i'"", 'witness', ""a'"", 'peacefulprotest', 'that', 'take', 'place', 'in', 'front', 'of', ""the'"", 'wjcc', 'courthouse', 'a', 'diverse', 'crowd', 'show', 'up', 'in', 'huge', 'number', ""to'"", 'express', 'they', 'outrage', 'about', ""the'"", 'killing', 'of', 'georgefloyd', 'as', 'a', 'and']",anger,2.0,1.741,angry,17.0,2.6722781651504444,0.0,0.0,10.0,1.0,1.0,1.0,joy,10.0
"The Robert E. Lee statue in Richmond has been covered with graffiti, including the phrases “No More White Supremacy,” “Blood On Your Hands” and “Black Lives Matter.” ","['the', 'robert', 'e.', 'lee', 'statue', 'in', 'richmond', 'has', 'been', 'covered', 'with', 'graffiti', 'including', 'the', 'phrases', 'no', 'more', 'white', 'supremacy', 'blood', 'on', 'your', 'hands', 'and', 'black', 'lives', 'matter']","[""the'"", 'robert', 'e.', 'lee', 'statue', 'in', 'richmond', 'have', 'be', 'cover', 'with', 'graffiti', 'include', ""the'"", 'phrase', ""no'"", 'more', 'white', 'supremacy', 'blood', 'on', 'you', 'hand', 'and', 'black', 'life', 'matter']",trust,4.0,1.618,inspired,20.0,3.444903699674931,0.0,0.0,12.0,0.0,0.0,1.0,joy,12.0
The aftermath of sundays #looting in #Georgetown I can tell you first hand these were NOT protestors. #protests2020 #BlackLivesMatter #WashingtonDCRiots #WashingtonDCProtests #GeorgeFloyd #GeorgeFloydProtests,"['the', 'aftermath', 'of', 'sundays', 'looting', 'in', 'georgetown', 'i', 'can', 'tell', 'you', 'first', 'hand', 'these', 'were', 'not', 'protestors', 'protests', '2020', 'black', 'lives', 'matter', 'washington', 'd', 'c', 'riots', 'washington', 'd', 'c', 'protests', 'george', 'floyd', 'george', 'floyd', 'protests']","[""the'"", 'aftermath', 'of', 'sunday', 'looting', 'in', 'georgetown', ""i'"", 'can', 'tell', 'you', 'first', ""hand'"", 'these', 'be', 'not', 'protestor', 'protest', '2020', 'black', 'life', 'matter', 'washington', ""d'"", 'c', 'riot', 'washington', ""d'"", 'c', 'protest', 'george', 'floyd', 'george', 'floyd', 'protest']",anger,3.0,1.9709999999999999,annoyed,21.0,3.313898785759094,0.0,0.0,7.0,1.0,0.0,0.0,joy,7.0
So the President tells Govenors to use aggressive tactics on protesters while he hides in a bunker is simply cowardice. We need a leader soon. #GeorgeFloyd #BlackLivesMatter #protests2020 #BunkerDon,"['so', 'the', 'president', 'tells', 'govenors', 'to', 'use', 'aggressive', 'tactics', 'on', 'protesters', 'while', 'he', 'hides', 'in', 'a', 'bunker', 'is', 'simply', 'cowardice', 'we', 'need', 'a', 'leader', 'soon', 'george', 'floyd', 'black', 'lives', 'matter', 'protests2020', 'bunker', 'don']","[""the'"", 'president', 'tell', 'govenor', ""to'"", 'use', 'aggressive', 'tactic', 'on', 'protester', 'while', ""he'"", 'hide', 'in', ""a'"", 'bunker', 'be', 'simply', 'cowardice', ""we'"", 'need', 'a', 'leader', 'soon', 'george', 'floyd', 'black', 'life', 'matter', 'protest', '2020', 'bunker', 'do', 'and']",trust,5.0,2.235,inspired,24.0,3.9677462488209523,1.0,1.0,9.0,2.0,0.0,3.0,joy,9.0
My neighbors are clearly reaching their kids right. #BlackLivesMatter ,"['my', 'neighbors', 'are', 'clearly', 'reaching', 'their', 'kids', 'right', 'black', 'lives', 'matter']","['neighbor', 'be', 'clearly', 'reach', 'they', 'kid', 'right', 'black', 'life', 'matter']",trust,2.0,1.0,inspired,12.0,2.440931607021921,0.0,0.0,5.0,0.0,0.0,0.0,joy,5.0
My Puerto Rican auntie suffers from manic depression and alcoholism and even she is online calling on her latinx peers to advocate for black lives matter. I know that’s right ,"['my', 'puerto', 'rican', 'auntie', 'suffers', 'from', 'manic', 'depression', 'and', 'alcoholism', 'and', 'even', 'she', 'is', 'online', 'calling', 'on', 'her', 'latinx', 'peers', 'to', 'advocate', 'for', 'black', 'lives', 'matter', 'i', 'know', 'that', 'is', 'right']","['puerto', 'rican', 'auntie', 'suffer', 'from', 'manic', 'depression', 'and', 'alcoholism', 'and', 'even', ""she'"", 'be', 'online', 'call', 'on', ""her'"", 'latinx', 'peer', ""to'"", 'advocate', 'for', 'black', 'life', 'matter', ""i'"", 'know', 'that', 'be', 'right']",sadness,3.0,1.815,inspired,21.0,4.195161293745902,1.0,1.0,10.0,2.0,1.0,0.0,joy,10.0
"That said, he is white and will be fine. Please support #BlackLivesMatter and @LegalAidJustice if you can.","['that', 'said', 'he', 'is', 'white', 'and', 'will', 'be', 'fine', 'please', 'support', 'black', 'lives', 'matter', 'and', 'if', 'you', 'can']","['that', 'say', 'he', 'be', 'white', 'and', 'will', ""be'"", 'fine', 'please', 'support', 'black', 'life', 'matter', 'and', 'if', 'you', 'can']",trust,2.0,0.821,inspired,10.0,1.7457282756223904,0.0,0.0,9.0,1.0,0.0,0.0,joy,9.0
"This world needs more Love and less Hate towards humanity , if your white and thinks that your life in more valuable than a black person then let me tell you that you’re wrong! #BlackLivesMatter","['this', 'world', 'needs', 'more', 'love', 'and', 'less', 'hate', 'towards', 'humanity', 'if', 'your', 'white', 'and', 'thinks', 'that', 'your', 'life', 'in', 'more', 'valuable', 'than', 'a', 'black', 'person', 'then', 'let', 'me', 'tell', 'you', 'that', 'you', 'are', 'wrong', 'black', 'lives', 'matter']","['this', 'world', 'need', 'more', 'love', 'and', 'less', 'hate', 'towards', 'humanity', 'if', 'you', 'white', 'and', 'think', 'that', ""your'"", 'life', 'in', 'more', 'valuable', 'than', 'a', 'black', 'person', 'then', 'let', ""me'"", 'tell', 'you', 'that', 'you', 'be', 'wrong', 'black', 'life', 'matter']",trust,4.0,2.267,inspired,20.0,4.1073631367046985,0.0,0.0,11.0,2.0,0.0,0.0,joy,11.0
"Everyone I have been watching including spray painting buildings with Black Lives Matter have been white these are ""RESIST"" movement designed 2 destroy communities and distracting from the issue of police brutality which has happened too often for too long with all color Officers","['everyone', 'i', 'have', 'been', 'watching', 'including', 'spray', 'painting', 'buildings', 'with', 'black', 'lives', 'matter', 'have', 'been', 'white', 'these', 'are', 'resist', 'movement', 'designed', '2', 'destroy', 'communities', 'and', 'distracting', 'from', 'the', 'issue', 'of', 'police', 'brutality', 'which', 'has', 'happened', 'too', 'often', 'for', 'too', 'long', 'with', 'all', 'color', 'officers']","['everyone', ""i'"", 'have', 'be', 'watch', 'include', 'spray', 'painting', 'building', 'with', 'black', 'life', 'matter', 'have', 'be', 'white', 'these', 'be', 'resist', 'movement', 'design', '2', 'destroy', 'community', 'and', 'distracting', 'from', ""the'"", 'issue', 'of', 'police', 'brutality', 'which', ""has'"", 'happen', 'too', 'often', 'for', 'too', 'long', 'with', 'all', 'color', 'officer']",anticipation,5.0,2.045,inspired,32.0,5.482849552105118,1.0,1.0,19.0,0.0,1.0,1.0,joy,19.0
