ori_sentiment,tweet_text
worry,hope ya sleepin well guys still here
fun,"i should be finished.... but i am not. color drawing, here i come."
sadness,"Lakers, baby Lakers!! i will miss the game tmwr. I have to work you will have to keep me posted please"
sadness,"comfort food of the day: pan mee. though, it didnt taste any good.."
worry,damn being drunk and hot sucks
worry,is not sleeping because he has paperwork to do.
worry,Showered in ice-cold water. Sweating now. Means one thing: i am sick
worry,"midnight cry.. wish the person I wanted, wanted me right now"
neutral,i ama need you to follow me real quick because I can not DM you
sadness,i am poorly and can not sleep
worry,Went to pole class. Feeling discouraged. I am hopeless when it cones to dancing or sexy moves or spreading my legs.
worry,"And these poor, unfortunate souls do not appear to have any pants at all... ?"
worry,If I told you how often I wash my hair you would never speak to me again
worry,"Looks like another sleepless night dedicated to homework. Sorry in advance, Ms. Chapman."
worry,WHY DO U LOT MOCK ME!!!
worry,didnt say goodnight to you
hate,I am not a pussy! damnit! sending you an e-mail right now btw
sadness,has work tom.
neutral,In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.
neutral,Can't sleep and nothings on tv!!
love,"The pics I just uploaded are the baby pics of my cats. Missy is now an adult and a pretty little kitty, but Batty is in kitten heaven now"
neutral,oh ... you have been superseeded? not good enough
sadness,today we say goodbye to the second good friend in a week from dmp but at least the sun is shinning and i am definately NOT working this pm
anger,fuckin'm transtelecom
boredom,"is really, really bored... I guess I will go to bed"
worry,I met a stranger just 10 min ago. He was stalking me at the store
surprise,tee we beefin....what was u supposed to do before leavin????
sadness,Sometimes the things you say hurt the ones you love most unintentionally. And you can never ever take it back or fix it.
sadness,that sucks!
neutral,IIII know!!! and mean
sadness,Having Fever dont feel to work
worry,"Taking Horse Pills, hoping I can get some sleep tonight"
neutral,PGPM student from where? I myself was a PGPM student about 4 years back. I wish I could stay one
sadness,missing days can not pass quick enough
hate,Hey! that is my school! I hate that place.
sadness,"Working from home today, my back is killing me Doctor and then physio after later today."
neutral,back to work.. with no distractions..
happiness,"demi, just say hi to me and it`s enough. just replay to me please love you so much!!!"
neutral,awwww i never noticed this
neutral,"that sucks well state starts tomorrow so im headin 2 bed, nitey nite"
worry,"Looks like it is going to be too nice to work today, how annoying as I have no choice"
neutral,did you guys keep a set list? I forgot to ask for one xx
neutral,"First impression of Silverlight: sadly, based on what I saw today, it is quite problematic"
worry,is desperatly hoping my dad takes me to vanessa is game
worry,hi! Fuck your job!
sadness,Missing you all deeply
neutral,"the time you go to bed, i have to get up to go to work"
happiness,"big now!!! Vanessa is going to be 3 in September, its going by so fast! its hard cuz Im workin so much, I miss out on alot"
sadness,"sniff sniff take care ravels! Hopefully we will be chatting again soon. In the mean time, i will HELLA miss you."
neutral,"Lucky, now I want to teleport"
worry,Somebody please save the polar bears!
worry,"My nose is runny, my head is pounding, and teeth hurt like a bitch. MAN. I feel awful. ="
sadness,I do not want her to leave..
relief,Headin home...Refreshed my mind and soul justa lil bit...Bac to reality.
happiness,"good lord, just seen the agency work for our upcoming Open Day. Money for Jam"
empty,wut do i do now????
anger,Working But it is Fridaaaayyyyy
worry,At the Grove for 'Drag Me to Hell.' I hope that it does not suck.
worry,so i feel like shit for saying HAPPY BELATED BIRFDAYY.. i am only a month late
sadness,"lmao...thats sad, kinda discourages me 4rom goin if the shit is wack"
surprise,Got home from work @ 9:45 and JUST finished cleaning. Now I need to eat dinner and do not know what I want!! Ugh...oh well. Might not eat.
sadness,I wish I was there
sadness,"I miss my little Batty, she was only 3 months old when she got sick, she was always so fun and full of life &lt;3 Even at the very end..."
neutral,FC is finally up again. it is about time. i hate that this keeps happening
neutral,seriously bored without anyone to talk to... but not tired enough for sleep
sadness,morning again! I hate mornings. So offensive!
neutral,still!! give your computer a break omg
sadness,bed bed bed do you never answer texts anymore? I thought of you the other day and sent one but never heard back. Sad day
neutral,where u at?
sadness,LOL wow dawg does not sound like you are playing! I feel bad now haha
surprise,Extremly deep
happiness,My little foster kittens are getting big...chubba and Winston are going 2 b missed when they get amazing homes.
enthusiasm,one week till exam block
neutral,i am not at home with my cats right now!
worry,hoping i did not fail english. that would just be sad
worry,Know what would be great? For my shoulder to stop hurting so I can sleep normal again. I just want/need a few solid hours of good sleep.
neutral,leno is last show was tonight. I like him better than Conan.
sadness,i am sorry about your bad driving experiences.
neutral,i do not have any of that
sadness,Already misses
hate,"plan may changes , nooooooo"
hate,my sister is a douchebag
surprise,there is relisting fees when you do not complete a sale? that sucks!
neutral,Random has an a
worry,I knew I should have worn the SARS mask on the plane from SoCal.. feeling the beginnings of a sore throat
sadness,Gutted that the bathroom still is not free- early work is not going to happen . And I need the loo!
neutral,july... too long
worry,awww I wish I could have been there i am stuck here about to jab out my eyes with knitting needles
surprise,Me too. Wonder if Mnet will show it...
neutral,Wearing glasses gives me a headache.
enthusiasm,stop talkin about food haha fill like sum nw hha hows your day goin or starting
worry,"finished sewing for the night, uploading pictures from slidebar and beach. i cant believe i am having difficulties with twitter!"
sadness,thank you : cant wait!!!! ummm btw ima crash still sick
sadness,"First my work computer, now my home laptop is fucked."
worry,#liesgirlstell a guy calls her phone to see if the number is real ohh my phone is not working . try tomorrow .
worry,#beer #friday #melbourne #cbd #mtub #mini #cmon Thirsty and lonely ... you buggers are making me feel like a scotty no mates
worry,I know. We came back from 22 down in the 1st just to lose the lead in the last 6 minutes.
worry,gosh... summer vacation is almost over here at the philippines.. kinda sad.. i wonder what section will i be in?
neutral,"But is on page 6 at Ms Twitterworld, only 26 votes"
worry,i am bummed that I can not wear my sweet Nike kicks to work.
worry,your twitter is broken
neutral,sleep....good night tweeties!!! down to OC tomorrow. I hope and pray that Rachyl gets better SOON!!!
sadness,it is depressing i am stuck inside all day
worry,I even saw the news feeds of the archie website. But can not believe he would choose veronica. i am disappointed
sadness,i hate being sick. i miss and
neutral,im eating sliders at barjohnnys! theyre pork tho not beef still on the search...
happiness,Getting ready for school second maths test today also its my last day of 3rd year!! Next week i will officially be in 4th year
sadness,"Woke Up,I Wanna Stay In My bed"
worry,depressed that i was not included in the morcom gardens quiz on facebook
worry,"yeah, its still totally in the high 60s here. soooo notlooking forward to aug and sept up here"
sadness,Upsidedown tomato plants died!
boredom,So deep its priecing my soul
worry,Oh come on!!! You get next week off and I get next week full of exams!
neutral,"friday here at last, not much fun when your skint though"
worry,"i know, do not tell anyone i dont know if my dad told the famz yet. i think i am taking it online."
sadness,Caan't Iht Be Earlier? ICant Wait That Long. Ahar. :
happiness,"Friday yay!! And a bonus, do not have to drive to Wales tonight. Athough will miss kitten cuddles and going for a ride"
worry,My children have promised me birthday brekkie in bed. there is a problem with that in that there is bugger all food in the house
worry,woops! I only just realized my DMs to you are not going through
neutral,I do not think I will be able to get out of bed tomorrow morning we will seeeee!
surprise,I cant use my blackberry today. This sucks.
