ori_sentiment,tweet_text,sentiment
disgust,"I happened to see the video-tape movie ""This is America Part one"" at my friend is place.",disgust
joy,"In the underground is escalator, a youngish bum asked me for money. Although I did not give him anything, the fellow told me that I was really good-looking. A man who was in front of me also turned to look at me.",joy
fear,I was afraid of moving away from home and moving to Helsinki for my studies.,fear
anger,"In the student kitchen that we share, somebody drank from my juice pot one litre so that I only got one glass out of the whole pot.",anger
sadness,My father gave money to my brother but not to me.,sadness
disgust,"During the week-end at home, my mother fries greasy and unhealthy meat dishes which make me feel sick.",disgust
fear,"At about nine p.m., I went home by bike on a dark cycle-track; because of lack of time I had to take the short-cut.",fear
fear,Once I had to go home on foot at 5 a.m. I had to pass through a forest and I was going alone.,fear
anger,I missed the train and had to wait for the next for two hours. For this reason I missed an appointment which had been very important for me.,anger
sadness,When my grandmother died. I had lived with her for ten years.,sadness
disgust,"When I went home by train from Sicilia, I was molested by a man.",disgust
joy,"A person with whom I had been on bad terms, gave me a present. We became reconciled.",joy
fear,"A friend is father had died, I was to come and see this friend although I did not know his family.",fear
anger,I was watching TV with a friend. After the first film I wanted to watch another film on the same channel. My friend switched over to the other cannel without asking me what I wanted.,anger
sadness,My boy-friend an I seperated on his initiative.,sadness
disgust,"A friend is boy-friend treated her very badly, let her serve him, provoked her and just utilized her.",disgust
joy,After having considered it for hours I was able to overcome my scruples and to call a friend with whom I had fallen in love. I realized that my decision was right and was very glad.,joy
fear,After having slept for a short time I woke up I had the feeling of someone standing beside me and was very frightened. I had to turn on the light turn on the light for several minutes before I was able to get to sleep again.,fear
anger,"I moved to a flat. A friend who had lived there before, had left the flat in a terrible mess. I was very angry about that sloppiness and impudence.",anger
sadness,"My father had a complicated operation. A long time before and also a long time after that, we did not know how he would get over it. During all that time I felt very sad.",sadness
disgust,It was in a tramway-carriage: A stranger insulted a girl just because she blew her nose. I detested his behaviour.,disgust
joy,In summer when I was sailing with friends in Greece I felt joy.,joy
fear,I was riding with a friend in his car. At a speed of 120 km/h on the snow-covered motorway I would have liked to get out.,fear
joy,"Walking along the beach with a friend another girl, talking, picking up shells, laughing, chasing seagulls.",joy
fear,"Climbing a mountain to see a view, towards the top we suddenly came across a ledge with a nearly sheer drop on either side, which I had to cross.",fear
anger,"A friend suggested in a round-about way that the reason we were late for something was because of me, and that i am often late. I know this was partly true, but felt it unjustified that particular time and I felt I could not do anything about it anyway i.e. being late.",anger
sadness,Talking to a very good friend who had just had a very bad experience which was changing his whole way of looking at life etc.,sadness
disgust,I came across a group of people with the same basic ideas/beliefs who were all fighting and going against what they would say was good.,disgust
joy,On meeting an old friend of mine.,joy
fear,When my brother was very late in arriving home from work.,fear
anger,During a fight with my best friend.,anger
sadness,When my dog died.,sadness
disgust,During a movie in which I saw the effect of white settlers in Africa.,disgust
joy,"When I realised that I was forgiven by the God who is there, when I realised how much God loves me and that my acceptance with him is not based on my performance that he loves me unconditionally and showed that love in Christ who died because I do need forgiveness.",joy
