sentiment,text,other,tweet_text
anger,"I had arranged with a friend to go with him to Carinthia by car.
We had arranged a place where to meet. I was a bit late and my
friend had left already. I had no money to go by train. I nearly
started to cry because I was so angry - it was very important for
me to go to Carinthia.",,i had arranged with a friend to go with him to carinthia by car.we had arranged a place where to meet. i was a bit late and myfriend had left already. i had no money to go by train. i nearlystarted to cry because i was so angry it was very important forme to go to carinthia.
sadness,"Our dog had to be shot because he had killed a roe. I liked him
very much and so I could not resign myself to that. I hated the
hunter who shot him.",,our dog had to be shot because he had killed a roe. i liked himvery much and so i could not resign myself to that. i hated thehunter who shot him.
disgust,"I was sitting in a station-hall and watching a lavatory
attendant. She was very dirty. She started to eat something out
of a dirty cup - it must have been something like lard. Then she
took some breadcrumbs out of the pockets of her apron and ate
them. I had to leave - I felt like vomitting. ",,i was sitting in a station-hall and watching a lavatoryattendant. she was very dirty. she started to eat something outof a dirty cup it must have been something like lard. then shetook some breadcrumbs out of the pockets of her apron and atethem. i had to leave i felt like vomitting.
shame,"I had to go to the doctor's because of a veneral disease. I told
the doctor that I must have been infected by my boy-friend. This
was not true, but I was ashamed to tell the truth.",,"i had to go to the doctor is because of a veneral disease. i toldthe doctor that i must have been infected by my boy-friend. thiswas not true, but i was ashamed to tell the truth."
guilt,"When we were playing, I hurt my little sister, but towards my
mother I did not admit that it was my fault.",,"when we were playing, i hurt my little sister, but towards mymother i did not admit that it was my fault."
joy,"My neighbour was not able to set his car in motion because it had
snowed heavily. I helped him - he was thankful and invited me.",,my neighbour was not able to set his car in motion because it hadsnowed heavily. i helped him he was thankful and invited me.
fear,"I was skiing with friends and they wanted to ski-jump. I did not
want to be left behind, so I braced myself and followed them.",,"i was skiing with friends and they wanted to ski-jump. i did notwant to be left behind, so i braced myself and followed them."
anger,"At an examination I got a bad mark just because of a small
mistake. When I went to the lector and wanted to talk about that,
he did not listen to me but sent me away.",,"at an examination i got a bad mark just because of a smallmistake. when i went to the lector and wanted to talk about that,he did not listen to me but sent me away."
sadness,"My cut was run over by a car. After searching for a long time I
found her lying in a kerb. I was rather shocked and angry with
the driver.",,my cut was run over by a car. after searching for a long time ifound her lying in a kerb. i was rather shocked and angry withthe driver.
disgust,"When I watched a report about El Salvador on TV, I saw people who
had been murdered by terrible methods.",,"when i watched a report about el salvador on tv, i saw people whohad been murdered by terrible methods."
shame,"At a cross-country race I wanted to take a short-cut (which is
not allowed). I was caught and disqualified. All my friends had
observed that.",,at a cross-country race i wanted to take a short-cut which isnot allowed confusion . i was caught and disqualified. all my friends hadobserved that.
