ori_sentiment,text,other,tweet_text
guilt,"I forgot to water the flowers in our flat and was rebuked by my
friends who share the flat with me.",,I forgot to water the flowers in our flat and was rebuked by myfriends who share the flat with me.
joy,"After my final examination at school I was glad that the
examination was over and that I had passed it.",,After my final examination at school I was glad that theexamination was over and that I had passed it.
fear,"When I was a child, I had a nightmare. At that time, I was not
yet able to tell anybody about it, so I was very frightened. I
could not explain myself all that and I had to deal with it by
myself.",,"When I was a child, I had a nightmare. At that time, I was notyet able to tell anybody about it, so I was very frightened. Icould not explain myself all that and I had to deal with it bymyself."
anger,"I was angry with a person who behaved terribly at a ball
offending her relatives.",,I was angry with a person who behaved terribly at a balloffending her relatives.
sadness,"When my grandfather died. When I heard about his death, I had a
bad feeling in my stomach and I felt as if I had lost something
very precious.",,"When my grandfather died. When I heard about his death, I had abad feeling in my stomach and I felt as if I had lost somethingvery precious."
disgust,My brother caught a spider and let his frog eat it.,,My brother caught a spider and let his frog eat it.
shame,"Once I spoke without thinking very much - it was quite a
nonsense.",,Once I spoke without thinking very much it was quite anonsense.
guilt,"I was not sure whether I should help an old woman going down a
flight of stairs. I just watched her and saw how difficult it was
for her to do it.",,I was not sure whether I should help an old woman going down aflight of stairs. I just watched her and saw how difficult it wasfor her to do it.
joy,"For about one year I had a rather bad relation with my father.
Last Christmas Eve he invited me to stay withhim and I was very
glad about it. It was a fine evening.",,For about one year I had a rather bad relation with my father.Last Christmas Eve he invited me to stay withhim and I was veryglad about it. It was a fine evening.
fear,"I live outside Graz - so I have to go by bus. One day I went home
from the bus stop alone. It was dark, I had to go through a
forest and there was a dark figure behind me. I was very
frightened.",,"I live outside Graz so I have to go by bus. One day I went homefrom the bus stop alone. It was dark, I had to go through aforest and there was a dark figure behind me. I was veryfrightened."
anger,"My sister had promised to help me to do a translation from
English into German. But the day I needed her she told me that
she was busy - I was very angry.",,My sister had promised to help me to do a translation fromEnglish into German. But the day I needed her she told me thatshe was busy I was very angry.
sadness,"Several years ago my mother died. She had been ill for a long
time, but nevertheless her death came unexpectedly. I did not and
I still do not want to believe that it is true.",,"Several years ago my mother died. She had been ill for a longtime, but nevertheless her death came unexpectedly. I did not andI still do not want to believe that it is true."
disgust,"I have a horror of spiders and snakes. On a walk through the wood
I saw the body of a slow-worm (without the head).",,I have a horror of spiders and snakes. On a walk through the woodI saw the body of a slow-worm without the head.
shame,"I came home from a party rather drunk. I said things I would
never have said normally. Next morning I was terribly ashamed
about what I had said.",,I came home from a party rather drunk. I said things I wouldnever have said normally. Next morning I was terribly ashamedabout what I had said.
